,country_region_code,country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
57916,GB,United Kingdom,Aberdeenshire,2020-03-09,9.0,-3.0,35.0,-5.0,2.0,0.0
57917,GB,United Kingdom,Aberdeenshire,2020-03-10,9.0,0.0,30.0,-1.0,2.0,0.0
57918,GB,United Kingdom,Aberdeenshire,2020-03-11,8.0,2.0,21.0,-4.0,2.0,1.0
57919,GB,United Kingdom,Aberdeenshire,2020-03-12,10.0,12.0,9.0,2.0,1.0,1.0
57920,GB,United Kingdom,Aberdeenshire,2020-03-13,9.0,10.0,15.0,0.0,-1.0,1.0
57921,GB,United Kingdom,Aberdeenshire,2020-03-14,5.0,7.0,-6.0,-12.0,-3.0,3.0
57922,GB,United Kingdom,Aberdeenshire,2020-03-15,7.0,8.0,4.0,2.0,-5.0,1.0
57923,GB,United Kingdom,Aberdeenshire,2020-03-16,11.0,20.0,16.0,-8.0,-5.0,3.0
57924,GB,United Kingdom,Aberdeenshire,2020-03-17,4.0,25.0,18.0,-16.0,-11.0,6.0
57925,GB,United Kingdom,Aberdeenshire,2020-03-18,-1.0,24.0,21.0,-17.0,-18.0,9.0
57926,GB,United Kingdom,Aberdeenshire,2020-03-19,2.0,27.0,26.0,-15.0,-23.0,10.0
57927,GB,United Kingdom,Aberdeenshire,2020-03-20,-7.0,9.0,20.0,-21.0,-25.0,11.0
57928,GB,United Kingdom,Aberdeenshire,2020-03-21,-26.0,8.0,19.0,-25.0,-22.0,9.0
57929,GB,United Kingdom,Aberdeenshire,2020-03-22,-34.0,-10.0,28.0,-20.0,-26.0,
57930,GB,United Kingdom,Aberdeenshire,2020-03-23,-33.0,-7.0,-5.0,-36.0,-42.0,16.0
57931,GB,United Kingdom,Aberdeenshire,2020-03-24,-66.0,-23.0,-22.0,-56.0,-57.0,23.0
57932,GB,United Kingdom,Aberdeenshire,2020-03-25,-68.0,-28.0,-21.0,-59.0,-64.0,26.0
57933,GB,United Kingdom,Aberdeenshire,2020-03-26,-68.0,-29.0,-14.0,-59.0,-66.0,26.0
57934,GB,United Kingdom,Aberdeenshire,2020-03-27,-69.0,-31.0,-26.0,-62.0,-67.0,27.0
57935,GB,United Kingdom,Aberdeenshire,2020-03-28,-78.0,-39.0,-51.0,-66.0,-55.0,
57936,GB,United Kingdom,Aberdeenshire,2020-03-29,-80.0,-46.0,-45.0,-58.0,-52.0,
57937,GB,United Kingdom,Aberdeenshire,2020-03-30,-67.0,-34.0,-26.0,-57.0,-67.0,25.0
57938,GB,United Kingdom,Aberdeenshire,2020-03-31,-66.0,-32.0,-23.0,-61.0,-69.0,26.0
57939,GB,United Kingdom,Aberdeenshire,2020-04-01,-67.0,-33.0,-19.0,-60.0,-68.0,27.0
57940,GB,United Kingdom,Aberdeenshire,2020-04-02,-68.0,-36.0,-29.0,-62.0,-68.0,28.0
57941,GB,United Kingdom,Aberdeenshire,2020-04-03,-69.0,-34.0,-25.0,-59.0,-67.0,27.0
57942,GB,United Kingdom,Aberdeenshire,2020-04-04,-76.0,-39.0,-35.0,-56.0,-54.0,
57943,GB,United Kingdom,Aberdeenshire,2020-04-05,-76.0,-44.0,-35.0,-55.0,-51.0,
57944,GB,United Kingdom,Aberdeenshire,2020-04-06,-67.0,-35.0,-9.0,-58.0,-68.0,25.0
57945,GB,United Kingdom,Aberdeenshire,2020-04-07,-66.0,-31.0,-12.0,-52.0,-69.0,26.0
57946,GB,United Kingdom,Aberdeenshire,2020-04-08,-68.0,-32.0,-28.0,-58.0,-69.0,27.0
57947,GB,United Kingdom,Aberdeenshire,2020-04-09,-65.0,-29.0,-17.0,-55.0,-69.0,27.0
57948,GB,United Kingdom,Aberdeenshire,2020-04-10,-69.0,-35.0,-23.0,-57.0,-70.0,28.0
57949,GB,United Kingdom,Aberdeenshire,2020-04-11,-75.0,-35.0,-25.0,-54.0,-53.0,
57950,GB,United Kingdom,Aberdeenshire,2020-04-12,-79.0,-48.0,-46.0,-55.0,-52.0,
57951,GB,United Kingdom,Aberdeenshire,2020-04-13,-71.0,-39.0,-22.0,-61.0,-71.0,27.0
57952,GB,United Kingdom,Aberdeenshire,2020-04-14,-67.0,-31.0,-13.0,-53.0,-69.0,26.0
57953,GB,United Kingdom,Aberdeenshire,2020-04-15,-65.0,-30.0,-9.0,-54.0,-68.0,27.0
57954,GB,United Kingdom,Aberdeenshire,2020-04-16,-63.0,-31.0,-17.0,-54.0,-69.0,27.0
57955,GB,United Kingdom,Aberdeenshire,2020-04-17,-65.0,-31.0,-20.0,-54.0,-68.0,27.0
57956,GB,United Kingdom,Aberdeenshire,2020-04-18,-74.0,-34.0,-24.0,-52.0,-51.0,
57957,GB,United Kingdom,Aberdeenshire,2020-04-19,-73.0,-41.0,-16.0,-43.0,-47.0,
57958,GB,United Kingdom,Aberdeenshire,2020-04-20,-63.0,-31.0,4.0,-50.0,-66.0,24.0
57959,GB,United Kingdom,Aberdeenshire,2020-04-21,-65.0,-29.0,2.0,-48.0,-66.0,25.0
57960,GB,United Kingdom,Aberdeenshire,2020-04-22,-62.0,-30.0,-3.0,-48.0,-66.0,26.0
57961,GB,United Kingdom,Aberdeenshire,2020-04-23,-61.0,-26.0,3.0,-48.0,-66.0,26.0
57962,GB,United Kingdom,Aberdeenshire,2020-04-24,-62.0,-30.0,-12.0,-52.0,-66.0,26.0
57963,GB,United Kingdom,Aberdeenshire,2020-04-25,-70.0,-34.0,-25.0,-47.0,-51.0,
57964,GB,United Kingdom,Aberdeenshire,2020-04-26,-70.0,-39.0,-35.0,-47.0,-46.0,
57965,GB,United Kingdom,Aberdeenshire,2020-04-27,-60.0,-31.0,-19.0,-53.0,-64.0,25.0
57966,GB,United Kingdom,Aberdeenshire,2020-04-28,-61.0,-29.0,-11.0,-48.0,-65.0,23.0
57967,GB,United Kingdom,Aberdeenshire,2020-04-29,-60.0,-30.0,-15.0,-51.0,-64.0,26.0
57968,GB,United Kingdom,Aberdeenshire,2020-04-30,-61.0,-27.0,-19.0,-50.0,-65.0,26.0
57969,GB,United Kingdom,Aberdeenshire,2020-05-01,-61.0,-30.0,-20.0,-51.0,-64.0,26.0
57970,GB,United Kingdom,Aberdeenshire,2020-05-02,-69.0,-33.0,-29.0,-51.0,-48.0,
57971,GB,United Kingdom,Aberdeenshire,2020-05-03,-66.0,-40.0,-21.0,-49.0,-44.0,
57972,GB,United Kingdom,Aberdeenshire,2020-05-04,-57.0,-29.0,2.0,-44.0,-63.0,23.0
57973,GB,United Kingdom,Aberdeenshire,2020-05-05,-60.0,-27.0,4.0,-44.0,-63.0,24.0
57974,GB,United Kingdom,Aberdeenshire,2020-05-06,-59.0,-26.0,10.0,-42.0,-63.0,25.0
57975,GB,United Kingdom,Aberdeenshire,2020-05-07,-57.0,-21.0,6.0,-43.0,-64.0,25.0
57976,GB,United Kingdom,Aberdeenshire,2020-05-08,-62.0,-30.0,-25.0,-53.0,-69.0,27.0
57977,GB,United Kingdom,Aberdeenshire,2020-05-09,-69.0,-34.0,-36.0,-53.0,-48.0,
57978,GB,United Kingdom,Aberdeenshire,2020-05-10,-71.0,-39.0,-46.0,-54.0,-44.0,
57979,GB,United Kingdom,Aberdeenshire,2020-05-11,-56.0,-28.0,-12.0,-48.0,-62.0,24.0
57980,GB,United Kingdom,Aberdeenshire,2020-05-12,-60.0,-29.0,-19.0,-54.0,-62.0,25.0
57981,GB,United Kingdom,Aberdeenshire,2020-05-13,-60.0,-27.0,-11.0,-52.0,-62.0,26.0
57982,GB,United Kingdom,Aberdeenshire,2020-05-14,-59.0,-24.0,-12.0,-50.0,-62.0,24.0
57983,GB,United Kingdom,Aberdeenshire,2020-05-15,-59.0,-25.0,-18.0,-48.0,-61.0,25.0
57984,GB,United Kingdom,Aberdeenshire,2020-05-16,-67.0,-27.0,-19.0,-41.0,-44.0,
57985,GB,United Kingdom,Aberdeenshire,2020-05-17,-67.0,-33.0,-35.0,-40.0,-40.0,
57986,GB,United Kingdom,Aberdeenshire,2020-05-18,-55.0,-25.0,0.0,-43.0,-60.0,23.0
57987,GB,United Kingdom,Aberdeenshire,2020-05-19,-57.0,-23.0,6.0,-41.0,-61.0,23.0
57988,GB,United Kingdom,Aberdeenshire,2020-05-20,-55.0,-20.0,15.0,-41.0,-61.0,24.0
57989,GB,United Kingdom,Aberdeenshire,2020-05-21,-55.0,-20.0,0.0,-44.0,-61.0,24.0
57990,GB,United Kingdom,Aberdeenshire,2020-05-22,-58.0,-25.0,-35.0,-55.0,-61.0,26.0
57991,GB,United Kingdom,Aberdeenshire,2020-05-23,-64.0,-27.0,-31.0,-51.0,-43.0,
57992,GB,United Kingdom,Aberdeenshire,2020-05-24,-62.0,-31.0,-15.0,-28.0,-36.0,
57993,GB,United Kingdom,Aberdeenshire,2020-05-25,-51.0,-25.0,16.0,-37.0,-62.0,23.0
57994,GB,United Kingdom,Aberdeenshire,2020-05-26,-54.0,-20.0,21.0,-39.0,-59.0,22.0
57995,GB,United Kingdom,Aberdeenshire,2020-05-27,-54.0,-20.0,7.0,-40.0,-59.0,23.0
57996,GB,United Kingdom,Aberdeenshire,2020-05-28,-50.0,-16.0,12.0,-38.0,-59.0,23.0
57997,GB,United Kingdom,Aberdeenshire,2020-05-29,-50.0,-15.0,36.0,-31.0,-57.0,21.0
57998,GB,United Kingdom,Aberdeenshire,2020-05-30,-58.0,-18.0,27.0,-23.0,-33.0,12.0
57999,GB,United Kingdom,Aberdeenshire,2020-05-31,-55.0,-18.0,47.0,-4.0,-21.0,
58000,GB,United Kingdom,Aberdeenshire,2020-06-01,-44.0,-15.0,53.0,-28.0,-56.0,19.0
58001,GB,United Kingdom,Aberdeenshire,2020-06-02,-51.0,-22.0,-7.0,-43.0,-57.0,22.0
58002,GB,United Kingdom,Aberdeenshire,2020-06-03,-54.0,-24.0,-15.0,-48.0,-57.0,23.0
58003,GB,United Kingdom,Aberdeenshire,2020-06-04,-51.0,-18.0,0.0,-45.0,-57.0,22.0
58004,GB,United Kingdom,Aberdeenshire,2020-06-05,-58.0,-27.0,-40.0,-62.0,-57.0,25.0
58005,GB,United Kingdom,Aberdeenshire,2020-06-06,-57.0,-19.0,15.0,-45.0,-29.0,13.0
58006,GB,United Kingdom,Aberdeenshire,2020-06-07,-59.0,-28.0,-24.0,-49.0,-28.0,
58007,GB,United Kingdom,Aberdeenshire,2020-06-08,-44.0,-21.0,26.0,-45.0,-54.0,20.0
58008,GB,United Kingdom,Aberdeenshire,2020-06-09,-49.0,-20.0,22.0,-49.0,-55.0,20.0
58009,GB,United Kingdom,Aberdeenshire,2020-06-10,-49.0,-21.0,-15.0,-57.0,-55.0,23.0
58010,GB,United Kingdom,Aberdeenshire,2020-06-11,-43.0,-19.0,39.0,-41.0,-54.0,20.0
58011,GB,United Kingdom,Aberdeenshire,2020-06-12,-47.0,-23.0,8.0,-51.0,-53.0,22.0
58012,GB,United Kingdom,Aberdeenshire,2020-06-13,-55.0,-25.0,-5.0,-48.0,-29.0,13.0
58013,GB,United Kingdom,Aberdeenshire,2020-06-14,-53.0,-26.0,2.0,-39.0,-19.0,
58014,GB,United Kingdom,Angus Council,2020-02-15,-10.0,-8.0,-31.0,-15.0,-3.0,
58015,GB,United Kingdom,Angus Council,2020-02-16,4.0,-8.0,-22.0,2.0,-4.0,
58016,GB,United Kingdom,Angus Council,2020-02-17,13.0,-2.0,10.0,2.0,-17.0,3.0
58017,GB,United Kingdom,Angus Council,2020-02-18,7.0,-1.0,0.0,3.0,0.0,1.0
58018,GB,United Kingdom,Angus Council,2020-02-19,7.0,0.0,6.0,4.0,1.0,0.0
58019,GB,United Kingdom,Angus Council,2020-02-20,8.0,-2.0,16.0,8.0,-1.0,1.0
58020,GB,United Kingdom,Angus Council,2020-02-21,6.0,-3.0,2.0,1.0,-1.0,1.0
58021,GB,United Kingdom,Angus Council,2020-02-22,-1.0,-1.0,-13.0,-7.0,-3.0,
58022,GB,United Kingdom,Angus Council,2020-02-23,18.0,-5.0,33.0,13.0,1.0,
58023,GB,United Kingdom,Angus Council,2020-02-24,-5.0,-9.0,-22.0,-5.0,-3.0,2.0
58024,GB,United Kingdom,Angus Council,2020-02-25,4.0,2.0,10.0,8.0,0.0,0.0
58025,GB,United Kingdom,Angus Council,2020-02-26,6.0,-2.0,2.0,4.0,1.0,0.0
58026,GB,United Kingdom,Angus Council,2020-02-27,10.0,-2.0,18.0,12.0,0.0,0.0
58027,GB,United Kingdom,Angus Council,2020-02-28,9.0,-3.0,-12.0,4.0,0.0,1.0
58028,GB,United Kingdom,Angus Council,2020-02-29,9.0,2.0,3.0,7.0,1.0,
58029,GB,United Kingdom,Angus Council,2020-03-01,12.0,-6.0,-5.0,0.0,-5.0,
58030,GB,United Kingdom,Angus Council,2020-03-02,5.0,2.0,14.0,6.0,-1.0,1.0
58031,GB,United Kingdom,Angus Council,2020-03-03,11.0,1.0,,6.0,0.0,0.0
58032,GB,United Kingdom,Angus Council,2020-03-04,9.0,4.0,18.0,3.0,1.0,0.0
58033,GB,United Kingdom,Angus Council,2020-03-05,10.0,2.0,25.0,1.0,0.0,0.0
58034,GB,United Kingdom,Angus Council,2020-03-06,12.0,0.0,24.0,2.0,0.0,0.0
58035,GB,United Kingdom,Angus Council,2020-03-07,3.0,6.0,0.0,0.0,-1.0,
58036,GB,United Kingdom,Angus Council,2020-03-08,18.0,-4.0,28.0,7.0,-3.0,
58037,GB,United Kingdom,Angus Council,2020-03-09,6.0,0.0,6.0,6.0,-1.0,1.0
58038,GB,United Kingdom,Angus Council,2020-03-10,7.0,3.0,10.0,10.0,0.0,0.0
58039,GB,United Kingdom,Angus Council,2020-03-11,5.0,3.0,6.0,3.0,0.0,1.0
58040,GB,United Kingdom,Angus Council,2020-03-12,3.0,10.0,2.0,-2.0,-1.0,1.0
58041,GB,United Kingdom,Angus Council,2020-03-13,11.0,6.0,15.0,-1.0,-2.0,1.0
58042,GB,United Kingdom,Angus Council,2020-03-14,1.0,10.0,-6.0,-9.0,-1.0,
58043,GB,United Kingdom,Angus Council,2020-03-15,10.0,10.0,33.0,7.0,-4.0,
58044,GB,United Kingdom,Angus Council,2020-03-16,9.0,16.0,14.0,-5.0,-7.0,3.0
58045,GB,United Kingdom,Angus Council,2020-03-17,-1.0,21.0,12.0,-8.0,-9.0,5.0
58046,GB,United Kingdom,Angus Council,2020-03-18,-4.0,21.0,25.0,-20.0,-17.0,8.0
58047,GB,United Kingdom,Angus Council,2020-03-19,-3.0,23.0,,-18.0,-21.0,8.0
58048,GB,United Kingdom,Angus Council,2020-03-20,-10.0,8.0,37.0,-14.0,-22.0,9.0
58049,GB,United Kingdom,Angus Council,2020-03-21,-33.0,15.0,27.0,-29.0,-23.0,
58050,GB,United Kingdom,Angus Council,2020-03-22,-32.0,-12.0,70.0,-2.0,-25.0,
58051,GB,United Kingdom,Angus Council,2020-03-23,-32.0,-6.0,12.0,-35.0,-39.0,13.0
58052,GB,United Kingdom,Angus Council,2020-03-24,-68.0,-23.0,-4.0,-51.0,-57.0,20.0
58053,GB,United Kingdom,Angus Council,2020-03-25,-71.0,-28.0,-6.0,-52.0,-63.0,
58054,GB,United Kingdom,Angus Council,2020-03-26,-75.0,-29.0,-27.0,-58.0,-65.0,
58055,GB,United Kingdom,Angus Council,2020-03-27,-73.0,-28.0,-25.0,-57.0,-65.0,
58056,GB,United Kingdom,Angus Council,2020-03-28,-82.0,-33.0,-42.0,-63.0,-56.0,
58057,GB,United Kingdom,Angus Council,2020-03-29,-80.0,-44.0,-28.0,-51.0,-48.0,
58058,GB,United Kingdom,Angus Council,2020-03-30,-67.0,-31.0,-16.0,-52.0,-67.0,
58059,GB,United Kingdom,Angus Council,2020-03-31,-70.0,-26.0,-8.0,-54.0,-66.0,
58060,GB,United Kingdom,Angus Council,2020-04-01,-73.0,-27.0,-6.0,-54.0,-66.0,
58061,GB,United Kingdom,Angus Council,2020-04-02,-72.0,-32.0,-16.0,-56.0,-66.0,
58062,GB,United Kingdom,Angus Council,2020-04-03,-73.0,-28.0,-19.0,-59.0,-65.0,
58063,GB,United Kingdom,Angus Council,2020-04-04,-79.0,-32.0,-31.0,-58.0,-54.0,
58064,GB,United Kingdom,Angus Council,2020-04-05,-79.0,-41.0,-28.0,-43.0,-48.0,
58065,GB,United Kingdom,Angus Council,2020-04-06,-71.0,-31.0,-6.0,-51.0,-68.0,
58066,GB,United Kingdom,Angus Council,2020-04-07,-72.0,-28.0,2.0,-46.0,-67.0,
58067,GB,United Kingdom,Angus Council,2020-04-08,-73.0,-27.0,-6.0,-51.0,-66.0,
58068,GB,United Kingdom,Angus Council,2020-04-09,-71.0,-27.0,-18.0,-54.0,-66.0,
58069,GB,United Kingdom,Angus Council,2020-04-10,-72.0,-29.0,-20.0,-53.0,-68.0,
58070,GB,United Kingdom,Angus Council,2020-04-11,-78.0,-27.0,-24.0,-50.0,-58.0,
58071,GB,United Kingdom,Angus Council,2020-04-12,-82.0,-44.0,-30.0,-44.0,-52.0,
58072,GB,United Kingdom,Angus Council,2020-04-13,-74.0,-40.0,-10.0,-54.0,-70.0,
58073,GB,United Kingdom,Angus Council,2020-04-14,-72.0,-25.0,-10.0,-48.0,-65.0,
58074,GB,United Kingdom,Angus Council,2020-04-15,-70.0,-26.0,16.0,-48.0,-65.0,
58075,GB,United Kingdom,Angus Council,2020-04-16,-70.0,-29.0,-14.0,-47.0,-65.0,
58076,GB,United Kingdom,Angus Council,2020-04-17,-68.0,-26.0,-14.0,-53.0,-65.0,
58077,GB,United Kingdom,Angus Council,2020-04-18,-75.0,-26.0,-17.0,-50.0,-52.0,
58078,GB,United Kingdom,Angus Council,2020-04-19,-72.0,-33.0,-6.0,-42.0,-48.0,
58079,GB,United Kingdom,Angus Council,2020-04-20,-68.0,-27.0,4.0,-41.0,-63.0,
58080,GB,United Kingdom,Angus Council,2020-04-21,-67.0,-21.0,16.0,-44.0,-62.0,21.0
58081,GB,United Kingdom,Angus Council,2020-04-22,-67.0,-23.0,15.0,-41.0,-62.0,
58082,GB,United Kingdom,Angus Council,2020-04-23,-67.0,-21.0,16.0,-42.0,-63.0,
58083,GB,United Kingdom,Angus Council,2020-04-24,-68.0,-22.0,6.0,-45.0,-62.0,
58084,GB,United Kingdom,Angus Council,2020-04-25,-75.0,-23.0,-18.0,-45.0,-48.0,
58085,GB,United Kingdom,Angus Council,2020-04-26,-74.0,-33.0,3.0,-31.0,-44.0,
58086,GB,United Kingdom,Angus Council,2020-04-27,-69.0,-26.0,-9.0,-49.0,-61.0,21.0
58087,GB,United Kingdom,Angus Council,2020-04-28,-67.0,-22.0,14.0,-41.0,-61.0,19.0
58088,GB,United Kingdom,Angus Council,2020-04-29,-67.0,-24.0,-11.0,-43.0,-61.0,23.0
58089,GB,United Kingdom,Angus Council,2020-04-30,-69.0,-20.0,-14.0,-53.0,-61.0,23.0
58090,GB,United Kingdom,Angus Council,2020-05-01,-69.0,-20.0,-12.0,-48.0,-61.0,
58091,GB,United Kingdom,Angus Council,2020-05-02,-73.0,-21.0,-14.0,-47.0,-50.0,
58092,GB,United Kingdom,Angus Council,2020-05-03,-71.0,-30.0,8.0,-26.0,-46.0,
58093,GB,United Kingdom,Angus Council,2020-05-04,-66.0,-23.0,1.0,-37.0,-61.0,21.0
58094,GB,United Kingdom,Angus Council,2020-05-05,-63.0,-18.0,,-35.0,-60.0,20.0
58095,GB,United Kingdom,Angus Council,2020-05-06,-62.0,-18.0,,-38.0,-60.0,21.0
58096,GB,United Kingdom,Angus Council,2020-05-07,-64.0,-13.0,34.0,-35.0,-61.0,21.0
58097,GB,United Kingdom,Angus Council,2020-05-08,-68.0,-20.0,-3.0,-48.0,-66.0,
58098,GB,United Kingdom,Angus Council,2020-05-09,-72.0,-18.0,-3.0,-40.0,-48.0,
58099,GB,United Kingdom,Angus Council,2020-05-10,-72.0,-28.0,-16.0,-43.0,-41.0,
58100,GB,United Kingdom,Angus Council,2020-05-11,-61.0,-19.0,12.0,-38.0,-59.0,20.0
58101,GB,United Kingdom,Angus Council,2020-05-12,-66.0,-15.0,4.0,-40.0,-58.0,21.0
58102,GB,United Kingdom,Angus Council,2020-05-13,-64.0,-20.0,5.0,-41.0,-58.0,21.0
58103,GB,United Kingdom,Angus Council,2020-05-14,-64.0,-18.0,17.0,-38.0,-58.0,20.0
58104,GB,United Kingdom,Angus Council,2020-05-15,-62.0,-14.0,13.0,-38.0,-58.0,21.0
58105,GB,United Kingdom,Angus Council,2020-05-16,-71.0,-16.0,7.0,-40.0,-45.0,
58106,GB,United Kingdom,Angus Council,2020-05-17,-71.0,-24.0,-7.0,-29.0,-41.0,
58107,GB,United Kingdom,Angus Council,2020-05-18,-59.0,-17.0,21.0,-34.0,-56.0,19.0
58108,GB,United Kingdom,Angus Council,2020-05-19,-60.0,-13.0,32.0,-33.0,-56.0,20.0
58109,GB,United Kingdom,Angus Council,2020-05-20,-61.0,-17.0,,-28.0,-56.0,20.0
58110,GB,United Kingdom,Angus Council,2020-05-21,-64.0,-12.0,34.0,-28.0,-57.0,21.0
58111,GB,United Kingdom,Angus Council,2020-05-22,-67.0,-16.0,-15.0,-40.0,-57.0,22.0
58112,GB,United Kingdom,Angus Council,2020-05-23,-74.0,-17.0,-27.0,-50.0,-44.0,
58113,GB,United Kingdom,Angus Council,2020-05-24,-69.0,-22.0,32.0,-20.0,-36.0,
58114,GB,United Kingdom,Angus Council,2020-05-25,-57.0,-20.0,,-26.0,-60.0,20.0
58115,GB,United Kingdom,Angus Council,2020-05-26,-59.0,-11.0,,-24.0,-55.0,18.0
58116,GB,United Kingdom,Angus Council,2020-05-27,-59.0,-12.0,,-30.0,-55.0,19.0
58117,GB,United Kingdom,Angus Council,2020-05-28,-55.0,-7.0,,-24.0,-55.0,19.0
58118,GB,United Kingdom,Angus Council,2020-05-29,-53.0,-7.0,,-12.0,-53.0,17.0
58119,GB,United Kingdom,Angus Council,2020-05-30,-60.0,-6.0,58.0,-2.0,-36.0,
58120,GB,United Kingdom,Angus Council,2020-05-31,-52.0,-10.0,87.0,20.0,-25.0,
58121,GB,United Kingdom,Angus Council,2020-06-01,-47.0,-8.0,,-6.0,-52.0,16.0
58122,GB,United Kingdom,Angus Council,2020-06-02,-49.0,-13.0,,-7.0,-52.0,18.0
58123,GB,United Kingdom,Angus Council,2020-06-03,-49.0,-12.0,,-11.0,-52.0,18.0
58124,GB,United Kingdom,Angus Council,2020-06-04,-55.0,-14.0,29.0,-16.0,-52.0,19.0
58125,GB,United Kingdom,Angus Council,2020-06-05,-53.0,-14.0,15.0,-48.0,-51.0,19.0
58126,GB,United Kingdom,Angus Council,2020-06-06,-58.0,-9.0,55.0,-45.0,-34.0,
58127,GB,United Kingdom,Angus Council,2020-06-07,-52.0,-16.0,54.0,-34.0,-27.0,
58128,GB,United Kingdom,Angus Council,2020-06-08,-47.0,-15.0,,-39.0,-51.0,16.0
58129,GB,United Kingdom,Angus Council,2020-06-09,-49.0,-13.0,,-38.0,-50.0,17.0
58130,GB,United Kingdom,Angus Council,2020-06-10,-54.0,-16.0,4.0,-49.0,-52.0,19.0
58131,GB,United Kingdom,Angus Council,2020-06-11,-46.0,-10.0,,-40.0,-49.0,17.0
58132,GB,United Kingdom,Angus Council,2020-06-12,-45.0,-13.0,37.0,-46.0,-49.0,18.0
58133,GB,United Kingdom,Angus Council,2020-06-13,-57.0,-11.0,2.0,-49.0,-33.0,
58134,GB,United Kingdom,Angus Council,2020-06-14,-48.0,-18.0,47.0,-40.0,-24.0,
58135,GB,United Kingdom,Antrim and Newtownabbey,2020-02-15,-11.0,-6.0,-51.0,-12.0,-4.0,2.0
58136,GB,United Kingdom,Antrim and Newtownabbey,2020-02-16,-6.0,-3.0,-33.0,3.0,-1.0,
58137,GB,United Kingdom,Antrim and Newtownabbey,2020-02-17,8.0,-6.0,,10.0,-14.0,3.0
58138,GB,United Kingdom,Antrim and Newtownabbey,2020-02-18,10.0,-5.0,,12.0,-14.0,3.0
58139,GB,United Kingdom,Antrim and Newtownabbey,2020-02-19,5.0,-5.0,,4.0,-14.0,3.0
58140,GB,United Kingdom,Antrim and Newtownabbey,2020-02-20,3.0,-4.0,,8.0,-14.0,3.0
58141,GB,United Kingdom,Antrim and Newtownabbey,2020-02-21,2.0,-5.0,,0.0,-15.0,3.0
58142,GB,United Kingdom,Antrim and Newtownabbey,2020-02-22,-4.0,-4.0,-44.0,-6.0,-2.0,2.0
58143,GB,United Kingdom,Antrim and Newtownabbey,2020-02-23,-2.0,0.0,7.0,-1.0,-2.0,
58144,GB,United Kingdom,Antrim and Newtownabbey,2020-02-24,0.0,0.0,,13.0,-1.0,1.0
58145,GB,United Kingdom,Antrim and Newtownabbey,2020-02-25,2.0,3.0,,12.0,-1.0,0.0
58146,GB,United Kingdom,Antrim and Newtownabbey,2020-02-26,2.0,1.0,,8.0,1.0,0.0
58147,GB,United Kingdom,Antrim and Newtownabbey,2020-02-27,3.0,1.0,,17.0,1.0,0.0
58148,GB,United Kingdom,Antrim and Newtownabbey,2020-02-28,-1.0,0.0,,6.0,2.0,0.0
58149,GB,United Kingdom,Antrim and Newtownabbey,2020-02-29,2.0,-2.0,-31.0,1.0,0.0,0.0
58150,GB,United Kingdom,Antrim and Newtownabbey,2020-03-01,1.0,-6.0,-28.0,2.0,-4.0,
58151,GB,United Kingdom,Antrim and Newtownabbey,2020-03-02,5.0,1.0,,10.0,2.0,0.0
58152,GB,United Kingdom,Antrim and Newtownabbey,2020-03-03,7.0,3.0,,8.0,1.0,-1.0
58153,GB,United Kingdom,Antrim and Newtownabbey,2020-03-04,5.0,5.0,,7.0,1.0,0.0
58154,GB,United Kingdom,Antrim and Newtownabbey,2020-03-05,6.0,5.0,,17.0,2.0,0.0
58155,GB,United Kingdom,Antrim and Newtownabbey,2020-03-06,4.0,1.0,,13.0,2.0,0.0
58156,GB,United Kingdom,Antrim and Newtownabbey,2020-03-07,-2.0,4.0,,-1.0,2.0,0.0
58157,GB,United Kingdom,Antrim and Newtownabbey,2020-03-08,6.0,5.0,4.0,4.0,0.0,
58158,GB,United Kingdom,Antrim and Newtownabbey,2020-03-09,1.0,3.0,,13.0,2.0,1.0
58159,GB,United Kingdom,Antrim and Newtownabbey,2020-03-10,4.0,9.0,,11.0,1.0,0.0
58160,GB,United Kingdom,Antrim and Newtownabbey,2020-03-11,2.0,10.0,,7.0,1.0,1.0
58161,GB,United Kingdom,Antrim and Newtownabbey,2020-03-12,4.0,30.0,,7.0,-1.0,2.0
58162,GB,United Kingdom,Antrim and Newtownabbey,2020-03-13,-1.0,19.0,,-5.0,-3.0,2.0
58163,GB,United Kingdom,Antrim and Newtownabbey,2020-03-14,-13.0,11.0,,-21.0,-2.0,4.0
58164,GB,United Kingdom,Antrim and Newtownabbey,2020-03-15,-15.0,4.0,9.0,-19.0,-4.0,
58165,GB,United Kingdom,Antrim and Newtownabbey,2020-03-16,3.0,25.0,,-13.0,-18.0,6.0
58166,GB,United Kingdom,Antrim and Newtownabbey,2020-03-17,-11.0,10.0,,-33.0,-50.0,17.0
58167,GB,United Kingdom,Antrim and Newtownabbey,2020-03-18,-18.0,19.0,,-30.0,-19.0,10.0
58168,GB,United Kingdom,Antrim and Newtownabbey,2020-03-19,-14.0,17.0,,-36.0,-23.0,12.0
58169,GB,United Kingdom,Antrim and Newtownabbey,2020-03-20,-21.0,12.0,,-49.0,-25.0,13.0
58170,GB,United Kingdom,Antrim and Newtownabbey,2020-03-21,-43.0,16.0,,-57.0,-21.0,
